,Genome_Bin,AROs
22078,GMBC10.070_741,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22079,GMBC10.071_950,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22080,GMBC10.080_899,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22081,GMBC10.081_152,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22082,GMBC10.082_107,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22083,GMBC10.085_423,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22084,GMBC10.085_423,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22085,GMBC10.086_556,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22086,GMBC10.088_327,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22087,GMBC10.088_420,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22088,GMBC10.088_548,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22089,GMBC10.089_302,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22090,GMBC10.092_704,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22091,GMBC10.092_971,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22092,GMBC10.093_109,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22093,GMBC10.094_867,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22094,GMBC10.095_221,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22095,GMBC10.096_306,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22096,GMBC10.099_668,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22097,GMBC10.101_123,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22098,GMBC10.102_556,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22099,GMBC10.103_681,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22100,GMBC10.106_625,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22101,GMBC10.106_844,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22102,GMBC10.109_397,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22103,GMBC10.110_396,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22104,GMBC10.118_119,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22105,GMBC10.118_464,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22106,GMBC10.118_845,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22107,GMBC10.119_968,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22108,GMBC10.120_215,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22109,GMBC10.120_215,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22110,GMBC10.120_643,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22111,GMBC10.122_569,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22112,GMBC10.129_199,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22113,GMBC10.129_243,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22114,GMBC10.129_622,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22115,GMBC10.129_951,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22116,GMBC10.136_320,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22117,GMBC10.139_314,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22118,GMBC10.140_472,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22119,GMBC10.141_328,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22120,GMBC10.144_586,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22121,GMBC10.172_746,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22122,GMBC10.173_059,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22123,GMBC10.181_942,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22124,GMBC10.182_198,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22125,GMBC10.185_089,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22126,GMBC10.196_137,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22127,GMBC10.262_645,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22128,GMBC10.266_767,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22129,GMBC10.271_990,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22130,GMBC10.272_064,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22131,GMBC10.274_520,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22132,GMBC10.274_572,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22133,GMBC10.275_404,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
22134,GMBC10.102_360,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003578,ARO:3003580,ARO:3004112,ARO:3004269"
22135,GMBC10.000_465,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22136,GMBC10.014_535,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22137,GMBC10.034_477,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22138,GMBC10.039_430,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22139,GMBC10.040_922,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22140,GMBC10.045_280,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22141,GMBC10.050_281,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22142,GMBC10.051_045,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22143,GMBC10.061_948,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22144,GMBC10.077_266,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22145,GMBC10.089_105,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22146,GMBC10.128_742,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22147,GMBC10.137_452,"ARO:1000001,ARO:3000000,ARO:3000451,ARO:3000750,ARO:3000833"
22148,GMBC10.001_564,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22149,GMBC10.001_565,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22150,GMBC10.001_566,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22151,GMBC10.001_569,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22152,GMBC10.001_570,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22153,GMBC10.001_575,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22154,GMBC10.001_577,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22155,GMBC10.003_290,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22156,GMBC10.003_295,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22157,GMBC10.003_299,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22158,GMBC10.003_302,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22159,GMBC10.004_296,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22160,GMBC10.005_230,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22161,GMBC10.005_244,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22162,GMBC10.005_245,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22163,GMBC10.005_253,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22164,GMBC10.005_258,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22165,GMBC10.005_510,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22166,GMBC10.006_352,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22167,GMBC10.007_064,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22168,GMBC10.007_438,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22169,GMBC10.007_442,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22170,GMBC10.007_443,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22171,GMBC10.007_445,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22172,GMBC10.007_447,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22173,GMBC10.007_461,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22174,GMBC10.007_462,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22175,GMBC10.007_463,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22176,GMBC10.007_468,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22177,GMBC10.008_292,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22178,GMBC10.009_728,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22179,GMBC10.009_749,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22180,GMBC10.010_962,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22181,GMBC10.011_404,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22182,GMBC10.012_163,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22183,GMBC10.012_175,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22184,GMBC10.012_193,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22185,GMBC10.012_239,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22186,GMBC10.012_248,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22187,GMBC10.013_164,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22188,GMBC10.013_200,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22189,GMBC10.014_509,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22190,GMBC10.014_542,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22191,GMBC10.014_548,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22192,GMBC10.014_550,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22193,GMBC10.014_580,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22194,GMBC10.015_109,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22195,GMBC10.017_038,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22196,GMBC10.017_048,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22197,GMBC10.017_132,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22198,GMBC10.017_133,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22199,GMBC10.017_487,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22200,GMBC10.018_165,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22201,GMBC10.018_313,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22202,GMBC10.018_315,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22203,GMBC10.018_547,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22204,GMBC10.019_497,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22205,GMBC10.019_565,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22206,GMBC10.019_583,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22207,GMBC10.022_676,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22208,GMBC10.023_196,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22209,GMBC10.023_220,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22210,GMBC10.026_743,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22211,GMBC10.026_817,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22212,GMBC10.027_192,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22213,GMBC10.029_031,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22214,GMBC10.030_279,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22215,GMBC10.030_637,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22216,GMBC10.030_860,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22217,GMBC10.032_555,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22218,GMBC10.033_340,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22219,GMBC10.034_684,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22220,GMBC10.035_657,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22221,GMBC10.035_728,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22222,GMBC10.036_401,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22223,GMBC10.036_696,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22224,GMBC10.037_180,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22225,GMBC10.038_202,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22226,GMBC10.038_929,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22227,GMBC10.039_702,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22228,GMBC10.042_468,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22229,GMBC10.042_982,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22230,GMBC10.045_544,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22231,GMBC10.047_772,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22232,GMBC10.048_730,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22233,GMBC10.049_195,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22234,GMBC10.050_038,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22235,GMBC10.051_982,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22236,GMBC10.052_572,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22237,GMBC10.052_654,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22238,GMBC10.052_664,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22239,GMBC10.053_826,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22240,GMBC10.054_266,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22241,GMBC10.054_368,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22242,GMBC10.054_825,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22243,GMBC10.056_119,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22244,GMBC10.064_400,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22245,GMBC10.064_962,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22246,GMBC10.066_373,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22247,GMBC10.066_788,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22248,GMBC10.069_293,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22249,GMBC10.069_304,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22250,GMBC10.071_303,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22251,GMBC10.073_205,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22252,GMBC10.073_516,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22253,GMBC10.073_982,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22254,GMBC10.074_161,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22255,GMBC10.074_731,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22256,GMBC10.080_191,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22257,GMBC10.081_130,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22258,GMBC10.081_387,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22259,GMBC10.082_021,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22260,GMBC10.082_455,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22261,GMBC10.083_082,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22262,GMBC10.084_663,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22263,GMBC10.088_729,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22264,GMBC10.089_038,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22265,GMBC10.090_188,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22266,GMBC10.090_450,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22267,GMBC10.091_028,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22268,GMBC10.094_056,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22269,GMBC10.097_525,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22270,GMBC10.097_548,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22271,GMBC10.100_215,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22272,GMBC10.100_215,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22273,GMBC10.100_450,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22274,GMBC10.105_660,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
22275,GMBC10.105_799,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002976,ARO:3003728"
